marital status,course,daytime/evening attendance,displaced,debtor,tuition fees up to date,gender,scholarship holder,unemployment rate,gdp,target
Single,Social Service,Daytime,0,0,1,Female,1,13.9,0.79,Graduate
Single,Social Service,Daytime,1,0,1,Female,0,10.8,1.74,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,9.4,-3.12,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,13.9,0.79,Graduate
Single,Nursing,Daytime,1,0,1,Female,1,7.6,0.32,Graduate
Single,Nursing,Daytime,0,0,1,Female,1,12.7,-1.7,Graduate
Single,Nursing,Daytime,0,0,1,Female,0,7.6,0.32,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,15.5,-4.06,Graduate
Single,Journalism,Daytime,1,0,1,Female,0,13.9,0.79,Graduate
Single,Journalism,Daytime,0,0,1,Female,1,11.1,2.02,Graduate
Single,Journalism,Daytime,0,0,0,Female,0,12.7,-1.7,Dropout
Single,Social Service,Evening,0,0,1,Female,0,10.8,1.74,Dropout
Single,Equiniculture,Daytime,1,0,1,Female,0,13.9,0.79,Dropout
Single,Nursing,Daytime,1,0,1,Female,1,7.6,0.32,Graduate
Single,Marketing,Daytime,0,1,0,Female,0,9.4,-3.12,Dropout
Single,Nursing,Daytime,1,0,1,Female,0,7.6,0.32,Graduate
Single,Veterinary,Daytime,1,0,1,Female,0,9.4,-3.12,Enrolled
Single,Nursing,Daytime,0,0,1,Female,0,12.7,-1.7,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,7.6,0.32,Graduate
Single,Basic Education,Daytime,1,0,0,Female,0,12.7,-1.7,Dropout
Single,Equiniculture,Daytime,0,0,1,Female,0,15.5,-4.06,Graduate
Single,Nursing,Daytime,0,0,1,Female,0,13.9,0.79,Dropout
Single,Social Service,Daytime,1,0,1,Female,0,12.4,1.79,Graduate
Single,Nursing,Daytime,0,0,1,Female,1,9.4,-3.12,Graduate
Single,Tourism,Daytime,1,1,1,Female,0,16.2,-0.92,Dropout
Single,Journalism,Daytime,0,0,1,Female,0,15.5,-4.06,Enrolled
Single,Social Service,Evening,0,1,1,Female,0,16.2,-0.92,Graduate
Single,Nursing,Daytime,1,0,1,Female,1,15.5,-4.06,Graduate
Single,Journalism,Daytime,1,0,0,Female,0,7.6,0.32,Dropout
Single,Social Service,Daytime,0,0,1,Female,1,16.2,-0.92,Graduate
Single,Nursing,Daytime,0,0,1,Female,1,16.2,-0.92,Enrolled
Single,Communication,Daytime,1,0,1,Female,0,9.4,-3.12,Enrolled
Single,Journalism,Daytime,1,0,1,Female,0,9.4,-3.12,Graduate
Single,Veterinary,Daytime,1,0,1,Female,0,10.8,1.74,Enrolled
Single,Veterinary,Daytime,1,0,1,Female,0,13.9,0.79,Graduate
Single,Veterinary,Daytime,1,0,1,Female,0,12.7,-1.7,Enrolled
Single,Agronomy,Daytime,1,0,1,Female,1,12.4,1.79,Graduate
Single,Oral Hygiene,Daytime,1,0,1,Female,0,12.7,-1.7,Graduate
Single,Social Service,Daytime,1,1,1,Female,0,11.1,2.02,Graduate
Single,Basic Education,Daytime,1,0,1,Female,0,10.8,1.74,Dropout
Single,Marketing,Daytime,1,0,1,Female,0,8.9,3.51,Dropout
Single,Social Service,Daytime,0,0,1,Female,0,12.4,1.79,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,9.4,-3.12,Dropout
Single,Journalism,Daytime,1,0,1,Female,0,7.6,0.32,Graduate
Single,Animation,Daytime,1,0,1,Female,0,12.4,1.79,Enrolled
Single,Veterinary,Daytime,1,1,0,Female,1,15.5,-4.06,Dropout
Single,Management,Daytime,0,1,1,Female,0,13.9,0.79,Graduate
Single,Management,Daytime,1,0,1,Female,1,9.4,-3.12,Graduate
Single,Social Service,Daytime,1,0,1,Female,0,16.2,-0.92,Dropout
Single,Animation,Daytime,0,0,1,Female,0,13.9,0.79,Graduate
Single,Tourism,Daytime,0,0,1,Female,1,10.8,1.74,Dropout
Single,Nursing,Daytime,1,0,1,Female,1,16.2,-0.92,Dropout
Single,Nursing,Daytime,1,0,0,Female,0,9.4,-3.12,Dropout
Single,Animation,Daytime,1,0,1,Female,1,11.1,2.02,Dropout
Single,Communication,Daytime,1,0,1,Female,0,10.8,1.74,Graduate
Single,Veterinary,Daytime,0,0,1,Female,0,11.1,2.02,Enrolled
Single,Social Service,Daytime,0,0,1,Female,1,16.2,-0.92,Graduate
Single,Management,Daytime,1,0,1,Female,0,7.6,0.32,Graduate
Single,Nursing,Daytime,1,0,1,Female,1,16.2,-0.92,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,12.7,-1.7,Graduate
Single,Tourism,Daytime,0,1,1,Female,0,15.5,-4.06,Dropout
Single,Communication,Daytime,1,0,0,Female,0,7.6,0.32,Graduate
Single,Journalism,Daytime,1,0,1,Female,0,8.9,3.51,Graduate
Single,Oral Hygiene,Daytime,1,0,1,Female,1,15.5,-4.06,Graduate
Single,Management,Daytime,0,1,0,Female,1,9.4,-3.12,Dropout
Single,Nursing,Daytime,1,0,1,Female,0,13.9,0.79,Enrolled
Single,Veterinary,Daytime,1,0,1,Female,0,10.8,1.74,Graduate
Single,Social Service,Daytime,1,0,1,Female,0,11.1,2.02,Graduate
Single,Animation,Daytime,1,0,1,Female,0,12.7,-1.7,Graduate
Married,Social Service,Evening,0,0,1,Female,0,10.8,1.74,Graduate
Single,Equiniculture,Daytime,1,1,0,Female,0,8.9,3.51,Enrolled
Single,Communication,Daytime,0,0,1,Female,1,15.5,-4.06,Graduate
Single,Tourism,Daytime,1,0,1,Female,0,8.9,3.51,Graduate
Single,Veterinary,Daytime,1,0,1,Female,0,10.8,1.74,Graduate
Single,Social Service,Daytime,0,0,1,Female,1,16.2,-0.92,Graduate
Single,Basic Education,Daytime,1,0,1,Female,0,11.1,2.02,Graduate
Single,Veterinary,Daytime,1,0,1,Female,0,12.4,1.79,Enrolled
Single,Nursing,Daytime,1,0,1,Female,0,15.5,-4.06,Graduate
Single,Social Service,Daytime,0,0,1,Female,0,7.6,0.32,Graduate
Single,Communication,Daytime,1,0,1,Female,0,8.9,3.51,Graduate
Single,Nursing,Daytime,0,0,1,Female,1,15.5,-4.06,Graduate
Single,Animation,Daytime,1,0,1,Female,0,9.4,-3.12,Enrolled
Single,Veterinary,Daytime,1,0,1,Female,0,16.2,-0.92,Graduate
Single,Basic Education,Daytime,0,0,1,Female,0,9.4,-3.12,Graduate
Single,Tourism,Daytime,1,0,1,Female,1,7.6,0.32,Dropout
Single,Nursing,Daytime,0,0,1,Female,1,10.8,1.74,Graduate
Single,Marketing,Daytime,1,1,0,Female,0,7.6,0.32,Dropout
Single,Social Service,Daytime,0,0,1,Female,0,8.9,3.51,Dropout
Single,Nursing,Daytime,1,0,1,Female,0,12.4,1.79,Graduate
Single,Journalism,Daytime,1,0,1,Female,0,12.7,-1.7,Graduate
Single,Social Service,Daytime,1,0,1,Female,0,12.4,1.79,Graduate
Single,Nursing,Daytime,1,0,1,Female,1,10.8,1.74,Graduate
Single,Management,Daytime,1,0,1,Female,0,11.1,2.02,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,16.2,-0.92,Graduate
Single,Marketing,Daytime,1,0,1,Female,0,16.2,-0.92,Graduate
Single,Nursing,Daytime,1,0,1,Female,0,12.7,-1.7,Graduate
Single,Veterinary,Daytime,0,0,1,Female,0,13.9,0.79,Graduate
Married,Communication,Daytime,0,0,1,Female,0,11.1,2.02,Graduate
Single,Veterinary,Daytime,0,1,0,Female,0,7.6,0.32,Dropout
Single,Social Service,Daytime,0,0,1,Female,1,13.9,0.79,Graduate
Single,Animation,Daytime,1,0,1,Female,0,9.4,-3.12,Graduate
Single,Communication,Daytime,1,0,1,Female,0,15.5,-4.06,Graduate
Single,Social Service,Evening,0,1,1,Female,0,7.6,0.32,Dropout
Single,Nursing,Daytime,0,0,1,Female,0,16.2,-0.92,Graduate
Single,Journalism,Daytime,1,0,1,Female,0,9.4,-3.12,Graduate
Single,Animation,Daytime,1,0,1,Female,0,15.5,-4.06,Dropout
Single,Social Service,Daytime,0,0,1,Female,1,12.4,1.79,Graduate
Single,Nursing,Daytime,0,0,1,Female,1,16.2,-0.92,Graduate
Single,Basic Education,Daytime,0,0,1,Female,0,10.8,1.74,Dropout
Single,Social Service,Daytime,1,0,1,Female,0,7.6,0.32,Enrolled
Single,Tourism,Daytime,1,0,1,Female,1,9.4,-3.12,Graduate
Single,Communication,Daytime,0,0,1,Female,1,13.9,0.79,Enrolled
Single,Nursing,Daytime,1,0,1,Female,1,9.4,-3.12,Graduate
Single,Tourism,Daytime,0,0,1,Female,1,9.4,-3.12,Graduate
Single,Journalism,Daytime,0,1,1,Male,0,12.7,-1.7,Dropout
Single,Animation,Daytime,1,0,1,Male,1,7.6,0.32,Enrolled
Single,Nursing,Daytime,1,0,1,Male,0,16.2,-0.92,Dropout
Single,Agronomy,Daytime,0,1,0,Male,0,8.9,3.51,Dropout
Single,Informatics Engineering,Daytime,0,0,1,Male,0,16.2,-0.92,Enrolled
Single,Animation,Daytime,1,0,1,Male,1,13.9,0.79,Graduate
Single,Journalism,Daytime,1,0,1,Male,1,15.5,-4.06,Enrolled
Single,Management,Daytime,1,0,1,Male,0,10.8,1.74,Enrolled
Single,Communication,Daytime,1,0,1,Male,0,13.9,0.79,Enrolled
Single,Management,Daytime,1,0,1,Male,0,12.7,-1.7,Dropout
Single,Oral Hygiene,Daytime,0,0,1,Male,0,11.1,2.02,Dropout
Single,Social Service,Evening,1,1,0,Male,0,12.4,1.79,Dropout
Single,Nursing,Daytime,0,0,1,Male,0,15.5,-4.06,Graduate
Single,Tourism,Daytime,1,0,1,Male,0,15.5,-4.06,Graduate
Married,Animation,Daytime,1,0,1,Male,0,7.6,0.32,Dropout
Single,Communication,Daytime,1,0,1,Male,0,16.2,-0.92,Graduate
Single,Informatics Engineering,Daytime,0,0,1,Male,1,12.4,1.79,Enrolled
Single,Management,Daytime,1,0,0,Male,0,11.1,2.02,Dropout
Single,Management,Daytime,0,0,1,Male,0,16.2,-0.92,Enrolled
Single,Management,Daytime,1,0,1,Male,1,10.8,1.74,Enrolled
Single,Journalism,Daytime,1,1,0,Male,0,11.1,2.02,Dropout
Single,Nursing,Daytime,1,0,1,Male,0,12.7,-1.7,Graduate
Single,Communication,Daytime,1,0,1,Male,0,9.4,-3.12,Graduate
Single,Informatics Engineering,Daytime,0,0,1,Male,0,10.8,1.74,Enrolled
Single,Social Service,Daytime,0,0,1,Male,0,16.2,-0.92,Dropout
Single,Agronomy,Daytime,1,1,1,Male,0,12.4,1.79,Graduate
Single,Journalism,Daytime,0,0,1,Male,0,8.9,3.51,Enrolled
Single,Oral Hygiene,Daytime,0,0,1,Male,0,8.9,3.51,Graduate
Single,Management,Daytime,1,0,1,Male,0,10.8,1.74,Dropout
Single,Journalism,Daytime,0,0,1,Male,0,11.1,2.02,Graduate
Single,Communication,Daytime,1,0,1,Male,0,12.7,-1.7,Graduate
Single,Nursing,Daytime,0,0,1,Male,0,12.7,-1.7,Graduate
Single,Nursing,Daytime,1,0,1,Male,0,13.9,0.79,Graduate
Single,Informatics Engineering,Daytime,0,0,1,Male,0,13.9,0.79,Enrolled
Single,Animation,Daytime,0,0,0,Male,0,9.4,-3.12,Dropout
Single,Nursing,Daytime,1,0,1,Male,1,10.8,1.74,Graduate
Single,Tourism,Daytime,1,0,1,Male,0,7.6,0.32,Dropout
Single,Marketing,Daytime,1,0,1,Male,0,12.4,1.79,Graduate
Single,Agronomy,Daytime,0,1,1,Male,0,15.5,-4.06,Dropout
Married,Journalism,Daytime,0,0,1,Male,0,12.7,-1.7,Dropout
Single,Communication,Daytime,0,0,1,Male,0,16.2,-0.92,Graduate
Single,Animation,Daytime,1,0,1,Male,0,11.1,2.02,Graduate
Single,Animation,Daytime,1,0,1,Male,0,16.2,-0.92,Dropout
Single,Management,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Tourism,Daytime,1,0,1,Male,0,7.6,0.32,Dropout
Single,Tourism,Daytime,0,0,1,Male,1,15.5,-4.06,Enrolled
Single,Animation,Daytime,1,0,1,Male,1,12.4,1.79,Graduate
Single,Tourism,Daytime,0,0,1,Male,0,10.8,1.74,Enrolled
Single,Tourism,Daytime,0,1,0,Male,0,16.2,-0.92,Dropout
Single,Equiniculture,Daytime,0,0,1,Male,0,16.2,-0.92,Enrolled
Single,Veterinary,Daytime,1,1,0,Male,0,8.9,3.51,Enrolled
Single,Tourism,Daytime,0,0,1,Male,0,13.9,0.79,Graduate
Married,Management,Evening,0,0,1,Male,0,7.6,0.32,Enrolled
Single,Informatics Engineering,Daytime,0,0,1,Male,0,13.9,0.79,Enrolled
Single,Nursing,Daytime,1,0,1,Male,1,11.1,2.02,Graduate
Single,Tourism,Daytime,0,0,1,Male,0,7.6,0.32,Dropout
Single,Social Service,Daytime,1,0,1,Male,0,8.9,3.51,Graduate
Single,Nursing,Daytime,0,0,1,Male,1,15.5,-4.06,Enrolled
Single,Nursing,Daytime,0,0,1,Male,1,9.4,-3.12,Enrolled
Single,Informatics Engineering,Daytime,1,1,0,Male,0,13.9,0.79,Dropout
Single,Equiniculture,Daytime,1,0,1,Male,0,10.8,1.74,Graduate
Single,Social Service,Daytime,0,0,1,Male,0,13.9,0.79,Dropout
Single,Animation,Daytime,1,0,1,Male,0,12.4,1.79,Dropout
Single,Veterinary,Daytime,0,1,1,Male,0,11.1,2.02,Dropout
Single,Informatics Engineering,Daytime,0,0,0,Male,0,10.8,1.74,Dropout
Single,Management,Evening,0,0,0,Male,0,12.7,-1.7,Dropout
Single,Tourism,Daytime,0,0,1,Male,0,16.2,-0.92,Dropout
Single,Biofuel Technologies,Daytime,1,1,0,Male,0,11.1,2.02,Dropout
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Enrolled
Single,Communication,Daytime,0,0,1,Male,0,12.7,-1.7,Dropout
Married,Social Service,Evening,0,0,1,Male,0,12.7,-1.7,Graduate
Single,Marketing,Daytime,0,0,1,Male,1,11.1,2.02,Enrolled
Single,Management,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Tourism,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Agronomy,Daytime,0,1,0,Male,0,11.1,2.02,Dropout
Single,Basic Education,Daytime,1,0,1,Male,0,7.6,0.32,Enrolled
Single,Veterinary,Daytime,0,0,0,Male,0,11.1,2.02,Enrolled
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Management,Daytime,1,0,1,Male,0,12.4,1.79,Dropout
Single,Nursing,Daytime,0,0,1,Male,0,16.2,-0.92,Dropout
Married,Management,Evening,0,0,1,Male,0,16.2,-0.92,Dropout
Married,Management,Evening,1,0,0,Male,0,7.6,0.32,Dropout
Single,Communication,Daytime,1,0,1,Male,1,9.4,-3.12,Graduate
Married,Management,Evening,0,0,1,Male,0,13.9,0.79,Dropout
Married,Social Service,Evening,1,0,1,Male,0,9.4,-3.12,Dropout
Married,Animation,Daytime,0,0,1,Male,0,10.8,1.74,Dropout
Single,Management,Evening,0,0,0,Male,0,7.6,0.32,Dropout
Married,Social Service,Evening,0,0,1,Male,0,12.4,1.79,Graduate
Single,Journalism,Daytime,1,0,1,Male,0,11.1,2.02,Graduate
Single,Communication,Daytime,1,0,1,Male,0,7.6,0.32,Enrolled
Married,Social Service,Evening,0,0,1,Male,0,16.2,-0.92,Dropout
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Graduate
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Enrolled
Single,Tourism,Daytime,0,1,0,Male,0,8.9,3.51,Dropout
Single,Social Service,Daytime,0,0,1,Male,0,13.9,0.79,Graduate
Single,Communication,Daytime,0,0,1,Male,0,13.9,0.79,Enrolled
Married,Management,Daytime,0,0,0,Male,0,10.8,1.74,Dropout
Single,Management,Evening,0,0,1,Male,0,15.5,-4.06,Graduate
Single,Tourism,Daytime,0,0,1,Male,1,11.1,2.02,Graduate
Single,Informatics Engineering,Daytime,0,0,1,Male,0,15.5,-4.06,Enrolled
Single,Management,Evening,0,0,1,Male,0,13.9,0.79,Dropout
Single,Informatics Engineering,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Social Service,Daytime,0,0,1,Male,0,7.6,0.32,Graduate
Single,Management,Daytime,0,0,1,Male,0,9.4,-3.12,Dropout
Single,Journalism,Daytime,0,0,1,Male,0,15.5,-4.06,Graduate
Single,Animation,Daytime,0,0,0,Male,0,7.6,0.32,Dropout
Single,Marketing,Daytime,0,0,1,Male,0,11.1,2.02,Graduate
Single,Management,Daytime,1,0,1,Male,0,16.2,-0.92,Dropout
Single,Social Service,Daytime,0,0,1,Male,0,10.8,1.74,Graduate
Single,Social Service,Daytime,0,0,1,Male,0,9.4,-3.12,Graduate
Single,Tourism,Daytime,0,0,0,Male,0,16.2,-0.92,Dropout
Single,Informatics Engineering,Daytime,0,0,1,Male,0,12.4,1.79,Enrolled
Single,Communication,Daytime,0,0,1,Male,0,16.2,-0.92,Enrolled
Single,Management,Daytime,0,1,1,Male,1,15.5,-4.06,Enrolled
Single,Informatics Engineering,Daytime,1,0,1,Male,0,12.4,1.79,Enrolled
Single,Management,Daytime,0,0,1,Male,0,11.1,2.02,Dropout
Single,Communication,Daytime,1,0,1,Male,1,7.6,0.32,Enrolled
Single,Equiniculture,Daytime,1,0,0,Male,0,12.7,-1.7,Dropout
Divorced,Management,Evening,0,0,1,Male,0,10.8,1.74,Dropout
Single,Nursing,Daytime,0,0,1,Male,0,10.8,1.74,Dropout
Single,Informatics Engineering,Daytime,0,0,1,Male,1,8.9,3.51,Graduate
Single,Social Service,Daytime,0,0,1,Male,1,13.9,0.79,Graduate
Single,Nursing,Daytime,0,0,1,Male,0,12.4,1.79,Graduate
Single,Management,Daytime,1,0,1,Male,1,7.6,0.32,Dropout
Single,Equiniculture,Daytime,1,0,1,Male,0,10.8,1.74,Graduate
Single,Social Service,Daytime,0,0,1,Male,0,12.4,1.79,Graduate
Single,Equiniculture,Daytime,1,0,1,Male,0,12.7,-1.7,Dropout
Single,Informatics Engineering,Daytime,0,1,0,Male,0,16.2,-0.92,Dropout
Single,Management,Evening,0,0,1,Male,0,12.7,-1.7,Dropout
Single,Communication,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Tourism,Daytime,0,0,1,Male,0,16.2,-0.92,Graduate
Divorced,Social Service,Daytime,0,0,1,Male,0,8.9,3.51,Dropout
Single,Communication,Daytime,0,0,1,Male,0,13.9,0.79,Enrolled
Married,Management,Evening,1,0,1,Male,0,9.4,-3.12,Dropout
Single,Nursing,Daytime,1,0,1,Male,0,7.6,0.32,Enrolled
Single,Social Service,Daytime,1,0,1,Male,0,12.7,-1.7,Graduate
Married,Informatics Engineering,Daytime,0,0,1,Male,0,8.9,3.51,Dropout
Single,Informatics Engineering,Daytime,1,0,1,Male,0,7.6,0.32,Enrolled
Married,Management,Evening,1,0,0,Male,0,9.4,-3.12,Dropout
Single,Animation,Daytime,1,0,1,Male,1,12.7,-1.7,Graduate
Married,Communication,Daytime,0,1,0,Male,1,15.5,-4.06,Dropout
Single,Social Service,Evening,0,0,1,Male,0,7.6,0.32,Dropout
Single,Agronomy,Daytime,1,0,1,Male,0,16.2,-0.92,Dropout
Single,Agronomy,Daytime,0,0,1,Male,0,12.4,1.79,Graduate
Single,Animation,Daytime,1,0,1,Male,1,9.4,-3.12,Dropout
Single,Marketing,Daytime,0,0,1,Male,1,12.4,1.79,Graduate
Single,Communication,Daytime,1,0,1,Male,1,11.1,2.02,Graduate
Single,Management,Evening,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Equiniculture,Daytime,0,0,1,Male,0,12.4,1.79,Dropout
Single,Informatics Engineering,Daytime,1,1,1,Male,0,11.1,2.02,Dropout
Single,Informatics Engineering,Daytime,0,0,1,Male,0,11.1,2.02,Enrolled
Single,Agronomy,Daytime,1,0,0,Male,0,15.5,-4.06,Dropout
Single,Informatics Engineering,Daytime,1,0,1,Male,0,7.6,0.32,Enrolled
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Graduate
Single,Management,Evening,0,0,1,Male,0,7.6,0.32,Graduate
Single,Nursing,Daytime,0,0,1,Male,0,12.4,1.79,Graduate
Single,Veterinary,Daytime,1,0,1,Male,1,8.9,3.51,Graduate
Single,Marketing,Daytime,0,0,1,Male,0,13.9,0.79,Enrolled
Single,Informatics Engineering,Daytime,1,0,1,Male,0,12.4,1.79,Graduate
Single,Marketing,Daytime,0,0,1,Male,1,12.4,1.79,Dropout
Divorced,Tourism,Daytime,1,0,1,Male,0,12.4,1.79,Graduate
Single,Nursing,Daytime,0,0,1,Male,0,12.7,-1.7,Graduate
Single,Equiniculture,Daytime,1,0,1,Male,0,16.2,-0.92,Graduate
Single,Equiniculture,Daytime,0,0,1,Male,0,7.6,0.32,Graduate
Single,Marketing,Daytime,1,0,1,Male,1,12.7,-1.7,Graduate
Single,Veterinary,Daytime,0,0,1,Male,0,7.6,0.32,Dropout
Single,Marketing,Daytime,1,0,1,Male,0,11.1,2.02,Graduate
Single,Animation,Daytime,0,0,1,Male,0,7.6,0.32,Graduate
Single,Agronomy,Daytime,1,0,1,Male,0,16.2,-0.92,Dropout
Single,Agronomy,Daytime,0,0,1,Male,0,16.2,-0.92,Graduate
Single,Tourism,Daytime,1,0,1,Male,0,9.4,-3.12,Dropout
Single,Informatics Engineering,Daytime,0,1,1,Male,0,8.9,3.51,Enrolled
Single,Journalism,Daytime,0,0,1,Male,0,9.4,-3.12,Dropout
Single,Management,Daytime,1,0,1,Male,0,12.4,1.79,Graduate
Single,Informatics Engineering,Daytime,1,0,1,Male,0,10.8,1.74,Enrolled
Single,Agronomy,Daytime,0,0,1,Male,1,15.5,-4.06,Enrolled
Single,Journalism,Daytime,1,0,1,Male,0,8.9,3.51,Graduate
Single,Animation,Daytime,1,1,1,Male,0,11.1,2.02,Enrolled
Single,Equiniculture,Daytime,1,0,1,Male,0,12.4,1.79,Graduate
Single,Journalism,Daytime,1,0,0,Male,0,11.1,2.02,Enrolled
Single,Equiniculture,Daytime,1,0,1,Male,0,10.8,1.74,Dropout
Single,Agronomy,Daytime,0,0,1,Male,0,16.2,-0.92,Enrolled
Single,Animation,Daytime,1,0,1,Male,1,9.4,-3.12,Graduate
Single,Animation,Daytime,1,0,1,Male,0,10.8,1.74,Enrolled
Single,Marketing,Daytime,1,0,1,Male,0,11.1,2.02,Enrolled
Single,Equiniculture,Daytime,1,0,1,Male,0,9.4,-3.12,Enrolled
Single,Marketing,Daytime,0,0,0,Male,0,12.7,-1.7,Dropout
Single,Management,Daytime,0,0,1,Male,1,12.7,-1.7,Graduate
Single,Management,Daytime,0,0,0,Male,0,9.4,-3.12,Dropout
Single,Management,Evening,0,0,0,Male,0,7.6,0.32,Dropout
Single,Equiniculture,Daytime,1,0,1,Male,1,12.4,1.79,Graduate
Single,Tourism,Daytime,0,0,1,Male,1,16.2,-0.92,Graduate
Single,Communication,Daytime,1,0,1,Male,1,12.4,1.79,Graduate
Single,Informatics Engineering,Daytime,0,0,1,Male,0,11.1,2.02,Dropout
Single,Agronomy,Daytime,0,1,1,Male,0,8.9,3.51,Enrolled
Single,Informatics Engineering,Daytime,0,0,1,Male,0,13.9,0.79,Enrolled
Single,Communication,Daytime,1,0,1,Male,0,12.4,1.79,Graduate
Single,Journalism,Daytime,1,0,1,Male,0,9.4,-3.12,Enrolled
Single,Animation,Daytime,1,1,0,Male,0,12.7,-1.7,Graduate
Single,Management,Daytime,1,0,1,Male,1,11.1,2.02,Dropout
Single,Social Service,Daytime,0,0,1,Male,0,13.9,0.79,Dropout
Married,Agronomy,Daytime,0,1,0,Male,0,15.5,-4.06,Dropout
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Management,Daytime,0,0,1,Male,0,8.9,3.51,Enrolled
Single,Tourism,Daytime,0,0,1,Male,0,10.8,1.74,Dropout
Single,Management,Daytime,1,0,1,Male,1,13.9,0.79,Graduate
Single,Journalism,Daytime,1,0,1,Male,0,15.5,-4.06,Enrolled
Single,Agronomy,Daytime,0,0,1,Male,0,16.2,-0.92,Dropout
Single,Journalism,Daytime,1,0,1,Male,0,8.9,3.51,Enrolled
Single,Journalism,Daytime,1,0,1,Male,0,13.9,0.79,Graduate
Single,Nursing,Daytime,0,0,1,Male,0,16.2,-0.92,Graduate
Divorced,Social Service,Evening,0,0,1,Male,0,10.8,1.74,Dropout
Married,Management,Evening,0,0,1,Male,0,7.6,0.32,Graduate
Single,Management,Daytime,1,0,0,Male,0,9.4,-3.12,Dropout
Single,Nursing,Daytime,1,0,1,Male,0,10.8,1.74,Graduate
Single,Nursing,Daytime,0,1,0,Male,0,12.4,1.79,Dropout
Married,Social Service,Evening,0,0,0,Male,0,9.4,-3.12,Graduate
Married,Animation,Daytime,1,0,1,Male,0,7.6,0.32,Graduate
Divorced,Nursing,Daytime,0,1,0,Male,0,15.5,-4.06,Dropout
Single,Management,Evening,0,0,1,Male,0,8.9,3.51,Dropout
Married,Management,Evening,1,0,1,Male,0,7.6,0.32,Dropout
Single,Informatics Engineering,Daytime,0,0,1,Male,0,10.8,1.74,Dropout
Married,Social Service,Evening,0,0,0,Female,0,10.8,1.74,Dropout
Married,Management,Evening,0,0,1,Female,0,9.4,-3.12,Enrolled
Married,Social Service,Evening,1,0,1,Female,0,7.6,0.32,Graduate
Single,Management,Daytime,1,0,1,Male,0,7.6,0.32,Graduate
Single,Social Service,Daytime,1,0,1,Male,0,9.4,-3.12,Dropout
Single,Communication,Daytime,1,0,1,Male,1,12.7,-1.7,Dropout
Single,Management,Evening,1,0,1,Male,0,9.4,-3.12,Graduate
Single,Animation,Daytime,1,0,0,Male,1,8.9,3.51,Graduate
Single,Agronomy,Daytime,0,0,1,Male,0,8.9,3.51,Enrolled
Single,Veterinary,Daytime,0,0,1,Male,0,16.2,-0.92,Dropout
Married,Management,Evening,1,0,1,Male,0,7.6,0.32,Dropout
Single,Agronomy,Daytime,1,0,1,Male,0,13.9,0.79,Graduate
Single,Agronomy,Daytime,0,0,1,Male,0,16.2,-0.92,Dropout
Single,Informatics Engineering,Daytime,0,0,1,Male,0,7.6,0.32,Dropout
Single,Management,Daytime,0,0,0,Male,0,12.7,-1.7,Dropout
Single,Management,Evening,0,0,0,Male,0,15.5,-4.06,Dropout
Married,Marketing,Daytime,0,0,1,Male,1,9.4,-3.12,Graduate
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Dropout
Single,Informatics Engineering,Daytime,1,0,1,Male,0,9.4,-3.12,Dropout
Single,Journalism,Daytime,0,0,1,Male,1,10.8,1.74,Graduate
Single,Management,Evening,0,0,1,Male,1,8.9,3.51,Graduate
Single,Journalism,Daytime,1,0,1,Male,1,10.8,1.74,Dropout
Single,Informatics Engineering,Daytime,1,0,1,Male,0,7.6,0.32,Enrolled
Married,Veterinary,Daytime,0,0,1,Male,0,9.4,-3.12,Enrolled
Single,Informatics Engineering,Daytime,1,0,1,Male,0,9.4,-3.12,Graduate
Single,Agronomy,Daytime,0,0,1,Male,0,15.5,-4.06,Graduate
Single,Informatics Engineering,Daytime,1,0,1,Male,1,11.1,2.02,Dropout
Single,Agronomy,Daytime,1,0,0,Male,0,15.5,-4.06,Dropout
Single,Marketing,Daytime,0,0,1,Male,0,9.4,-3.12,Dropout
Single,Management,Daytime,1,0,0,Male,0,8.9,3.51,Dropout
Single,Social Service,Evening,0,0,1,Male,0,7.6,0.32,Enrolled
Married,Marketing,Daytime,0,0,1,Male,0,9.4,-3.12,Dropout
Married,Agronomy,Daytime,0,0,1,Male,0,16.2,-0.92,Graduate
